"row","year","plotnum","id","area","surv","plotgroup","logArea","pptWin1","pptSpr1","pptSum1","pptFall1","pptAnnual1","pptLag1","snow1","FebMarSnow1","TmeanWin1","TmeanSpr1","TmeanSum1","TmeanFall1","TmeanAnnual1","pptApr1","pptMay1","pptJune1","pptWin2","pptSpr2","pptSum2","pptFall2","pptAnnual2","snow2","FebMarSnow2","TmeanWin2","TmeanSpr2","TmeanSum2","TmeanFall2","TmeanAnnual2","pptApr2","pptMay2","pptJune2","recpptApr","recFebMarSnow"
"11","1932",5,154,35.57743,1,1,3.57171144803808,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"12","1932",6,193,94.93581,1,1,4.55320097901256,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"13","1932",23,706,31.22675,1,4,3.44127509927706,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"14","1932",26,909,234.20968,1,4,5.45621678250417,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"15","1932",23,704,17.42524,1,4,2.85791972986594,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"16","1932",25,774,507.13129,1,4,6.22876992470333,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"17","1932",25,776,108.0639,0,4,4.68272271882518,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"18","1932",22,672,1050.48435,1,3,6.95700662250631,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"19","1932",3,93,261.31241,1,1,5.56571666470151,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"20","1932",6,196,108.94025,1,1,4.69079956679409,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"21","1932",25,775,320.2271,1,4,5.76903043158468,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"22","1932",2,38,215.39269,1,1,5.37246282728477,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"23","1932",23,708,123.77114,1,4,4.81843421514214,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"24","1932",5,151,54.1784,1,1,3.99228230502857,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"25","1932",5,153,68.79734,1,1,4.23116508140118,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"26","1932",3,92,24.53278,1,1,3.20001018246454,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"27","1932",7,298,700.56126,1,2,6.5518818137735,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"28","1932",8,346,743.94405,1,2,6.61196583039241,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"29","1932",22,673,121.50782,1,3,4.79997862284937,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"30","1932",8,348,583.61716,1,2,6.36924521991752,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"31","1932",20,608,567.13243,1,3,6.34059283906648,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"32","1932",3,95,197.3665,1,1,5.28506240641731,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"33","1932",26,914,76.1124,1,4,4.33221119508919,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"34","1932",21,636,134.7502,1,3,4.90342269401806,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"35","1932",1,3,130.37597,1,1,4.87042235336996,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"36","1932",2,36,95.94018,1,1,4.56372487224477,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"37","1932",2,37,45.56429,1,1,3.81912429569128,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"38","1932",6,197,13.07478,1,1,2.5706851838056,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"39","1932",6,194,126.24543,1,1,4.8382278694805,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"40","1932",4,128,38.73273,1,1,3.6566849790363,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"41","1932",23,707,13.2792,1,4,2.58619890126987,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"42","1932",1,5,81.55942,1,1,4.40133183435189,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"43","1932",4,127,91.56314,1,1,4.51702878894805,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"44","1932",1,4,156.21368,0,1,5.05122481359629,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"45","1932",7,297,72.2452,1,2,4.28006588879941,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"46","1932",6,199,10.7135,0,1,2.37150462845864,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"47","1932",24,754,70.14445,1,4,4.250556687239,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"48","1932",1,1,47.1678,1,1,3.85371145639506,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"49","1932",23,705,371.56808,1,4,5.91773210443424,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"50","1932",20,607,0.25,0,3,-1.38629436111989,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"51","1932",3,90,271.04725,1,1,5.60229315992531,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"52","1932",26,910,151.78183,1,4,5.02244416082758,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"53","1932",22,671,492.50952,1,3,6.19951379037456,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"54","1932",21,637,89.93116,1,3,4.49904448876462,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"55","1932",4,129,78.77976,0,1,4.36665611107963,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"56","1932",6,198,59.7141,0,1,4.08956817341676,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"57","1932",20,609,324.83445,1,3,5.78331566793394,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"58","1932",3,94,176.84538,1,1,5.1752757914765,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"59","1932",2,39,27.40265,1,1,3.31063972404587,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"60","1932",26,913,587.91608,1,4,6.37658421662457,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"61","1932",3,91,102.21605,1,1,4.62708871044911,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"62","1932",8,347,189.41927,1,2,5.24396291792082,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"63","1932",10,513,208.6057,1,2,5.34044586721732,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"64","1932",26,912,234.05559,0,4,5.45555865124638,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"65","1932",26,911,114.70768,0,4,4.74238697917365,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"66","1932",24,755,38.0352,1,4,3.63851204675015,39.243,93.98,55.753,85.725,274.701,296.418,75.3491,17.8308,-7.569521691,10.36300279,19.41508545,0.888853794,5.774355086,22.606,19.304,52.07,67.183,83.566,98.044,28.194,276.987,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,0.925,2.1,0.265,1.724526316,-36.83751053
"67","1933",26,915,0.401758,0,4,-0.911905361681629,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"68","1933",7,299,196.43957,0,2,5.2803548522051,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"69","1933",5,156,312.60284,1,1,5.74493350303888,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"70","1933",21,636,185.8476,1,3,5.22492698301985,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"71","1933",19,543,0.25,1,3,-1.38629436111989,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
