"row","year","plot","Group","yeart0","covert0","nrect1","pptWin1","pptSpr1","pptSum1","pptFall1","pptAnnual1","pptLag1","snow1","FebMarSnow1","TmeanWin1","TmeanSpr1","TmeanSum1","TmeanFall1","TmeanAnnual1","pptApr1","pptMay1","pptJune1","pptWin2","pptSpr2","pptSum2","pptFall2","pptAnnual2","snow2","FebMarSnow2","TmeanWin2","TmeanSpr2","TmeanSum2","TmeanFall2","TmeanAnnual2","pptApr2","pptMay2","pptJune2","recpptApr","recFebMarSnow"
"21","1933",6,1,33,0.074356751,0,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"22","1933",26,4,33,0.086746399,1,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"23","1933",2,1,33,0.0380506,3,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"24","1933",7,2,33,0.148957843,6,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"25","1933",21,3,33,0.107717197,0,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"26","1933",4,1,33,0.028874462,1,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"27","1933",24,4,33,0.014126384,0,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"28","1933",8,2,33,0.156823705,0,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"29","1933",22,3,33,0.213932466,1,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"30","1933",20,3,33,0.126953929,0,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"31","1933",25,4,33,0.093503831,1,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"32","1933",9,2,33,0,1,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"33","1933",23,4,33,0.056513657,0,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"34","1933",19,3,33,7.5e-05,0,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"35","1933",3,1,33,0.099025054,0,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"36","1933",10,2,33,0.0295137,2,67.183,83.566,98.044,28.194,276.987,274.701,NA,0.0889,-7.39802014,10.62863401,18.0007965,-1.208084429,5.005831485,23.495,53.34,6.731,27.686,76.2,41.402,40.005,185.293,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,0.345,0.425,2.23,2.613526316,-31.84641053
"37","1934",21,3,34,0.081822976,1,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"38","1934",7,2,34,0.094089499,4,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"39","1934",4,1,34,0.01996795,4,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"40","1934",19,3,34,5e-05,2,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"41","1934",6,1,34,0.029841429,6,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"42","1934",8,2,34,0.153789812,5,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"43","1934",22,3,34,0.186269205,1,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"44","1934",5,1,34,0.050994481,2,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"45","1934",1,1,34,0.046833722,6,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"46","1934",2,1,34,0.011845815,6,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"47","1934",23,4,34,0.029269765,1,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"48","1934",24,4,34,0.007332719,0,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"49","1934",26,4,34,0.042659445,8,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"50","1934",3,1,34,0.061647546,0,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"51","1934",9,2,34,2.5e-05,2,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"52","1934",25,4,34,0.075694439,1,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"53","1934",20,3,34,0.106439467,0,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"54","1934",10,2,34,0.016660905,8,27.686,76.2,41.402,40.005,185.293,276.987,NA,5.08,1.875661376,14.5426125,18.75109518,3.089406611,9.564693917,8.763,10.795,56.642,61.976,68.707,11.938,93.98,236.601,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,1.815,0.805,0.085,-12.11847368,1.198989474
"55","1935",4,1,35,0.031719816,0,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"56","1935",6,1,35,0.031962536,27,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"57","1935",5,1,35,0.072594655,2,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"58","1935",20,3,35,0.175383897,2,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"59","1935",1,1,35,0.113663501,0,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"60","1935",7,2,35,0.113055094,2,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"61","1935",21,3,35,0.125308436,11,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"62","1935",25,4,35,0.066326892,1,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"63","1935",2,1,35,0.03724536,9,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"64","1935",8,2,35,0.211361488,1,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"65","1935",22,3,35,0.227160503,1,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"66","1935",19,3,35,0.004268219,1,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"67","1935",9,2,35,5e-05,4,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"68","1935",23,4,35,0.038703044,1,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"69","1935",3,1,35,0.082429078,0,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"70","1935",24,4,35,0.014362578,0,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"71","1935",26,4,35,0.064201097,2,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"72","1935",10,2,35,0.026261666,4,61.976,68.707,11.938,93.98,236.601,185.293,NA,38.1254,-3.912357058,10.24970131,18.99064118,2.682397451,7.002595721,46.101,20.447,2.159,35.306,86.995,33.401,71.882,227.584,83.1088,5.8801,-5.932311622,12.60573477,18.34135559,-0.111708483,6.225767564,0.685,0.805,1.935,25.21952632,-31.04631053
"73","1936",21,3,36,0.101478013,0,35.306,86.995,33.401,71.882,227.584,236.601,83.1088,5.8801,-5.932311622,12.60573477,18.49332791,-0.111708483,6.263760644,17.399,20.447,49.149,64.135,67.183,72.898,32.766,236.982,112.1791,48.5902,-8.860300393,10.38680839,18.58841099,1.215651135,5.332642531,0.745,0.42,1.48,-3.482473684,11.66378947
"74","1936",7,2,36,0.129248057,2,35.306,86.995,33.401,71.882,227.584,236.601,83.1088,5.8801,-5.932311622,12.60573477,18.49332791,-0.111708483,6.263760644,17.399,20.447,49.149,64.135,67.183,72.898,32.766,236.982,112.1791,48.5902,-8.860300393,10.38680839,18.58841099,1.215651135,5.332642531,0.745,0.42,1.48,-3.482473684,11.66378947
